file,label,MDM/Profile,Logs/System,Comm/Energy,Apps/Finance/SNS,Journal/Shortcuts/Cal,External/UIJack,Vendors,Vuln/Chip/FW,Flame,Exclude
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,198888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,202222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,205555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,208888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,212222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,215555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,218888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,222222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,2222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,5555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,8888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,12222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,15555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,18888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,22222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,25555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,28888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,32222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,35555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,38888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,42222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,45555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,48888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,52222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,55555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,58888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,62222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,65555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,68888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,72222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,75555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,78888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,82222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,85555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,88888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,92222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,95555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,98888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,102222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,105555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,108888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,112222,0,0,0,0,0,0,0,0,0,0
