file,incident_id
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,E61B134D-44D3-4FD6-BC7B-350FB3A8D774
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,E61B134D-44D3-4FD6-BC7B-350FB3A8D774
