file,MDM/Profile,Logs/System,Comm/Energy,Apps/Finance/SNS,Journal/Shortcuts/Cal,External/UIJack,Vendors,Vuln/Chip/FW,Flame,Exclude
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,0,0,0,0,0,0,0,0,1,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,0,0,0,0,0,0,0,0,4,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/history_search.txt,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/extracted/Tajima/不正証拠/viettel_bundle_analysis_report.txt,0,0,0,0,0,0,0,0,0,0
